Categories,dia17
0,10.148571428571428
1,9.943999999999999
2,8.415000000000001
3,11.062857142857142
4,8.148
5,8.73
6,10.464285714285714
7,11.506
8,11.805
9,11.702857142857145
10,9.540000000000001
11,10.623333333333333
12,10.228571428571428
13,9.594
14,10.333333333333332
15,8.152857142857142
16,10.388000000000002
17,9.333333333333334
18,8.73
19,9.284
20,9.738333333333333
21,9.494285714285713
22,9.139999999999999
23,11.351666666666667
