Categories, dia18
0,"10,195714285714287"
1,"10,178"
2,"8,291666666666666"
3,"11,754285714285714"
4,"8,6"
5,"9,278333333333334"
6,"9,504285714285714"
7,"10,107999999999999"
8,"9,873333333333333"
9,"10,702857142857141"
10,"8,77"
11,"10,633333333333333"
12,"9,292857142857143"
13,"9,22"
14,"9,76"
15,"9,161428571428573"
16,"9,836"
17,"9,16"
18,"8,621428571428572"
19,"9,75"
20,"10,146"
21,"8,675714285714287"
22,"9,34"
23,"10,37"
